courseExternalId,endpoint,payload,status_code,response_text,status,calendarItemId
JeffTest20250129,https://nahe.blackboard.com/learn/api/public/v1/calendars/items,"{'type': 'Course', 'calendarId': '_361_1', 'title': 'Test Event 1', 'description': 'This is a test event', 'location': '', 'start': '2025-08-25T10:00:00Z', 'end': '2025-08-25T11:00:00Z'}",201,"{""id"":""_212_1"",""type"":""Course"",""calendarId"":""_361_1"",""calendarName"":""JeffTest20250129: Jeff Test 20250129"",""title"":""Test Event 1"",""description"":""This is a test event"",""start"":""2025-08-25T10:00:00.000Z"",""end"":""2025-08-25T11:00:00.000Z"",""modified"":""2025-08-21T20:44:48.822Z"",""color"":""#008850"",""disableResizing"":false,""createdByUserId"":""_6_1""}",success,_212_1
JeffTest20250129,https://nahe.blackboard.com/learn/api/public/v1/calendars/items,"{'type': 'Course', 'calendarId': '_361_1', 'title': 'Test Event 2', 'description': 'Another test event', 'location': '', 'start': '2025-08-26T14:00:00Z', 'end': '2025-08-26T15:30:00Z'}",201,"{""id"":""_213_1"",""type"":""Course"",""calendarId"":""_361_1"",""calendarName"":""JeffTest20250129: Jeff Test 20250129"",""title"":""Test Event 2"",""description"":""Another test event"",""start"":""2025-08-26T14:00:00.000Z"",""end"":""2025-08-26T15:30:00.000Z"",""modified"":""2025-08-21T20:44:49.164Z"",""color"":""#008850"",""disableResizing"":false,""createdByUserId"":""_6_1""}",success,_213_1
